학교ID,개방ID,시도명,시도교육청명,학교명,설립일자,소재지지번주소,소재지도로명주소,위도,경도,시군구별,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2009_해당지역예측학생수,2010_해당지역예측학생수,2011_해당지역예측학생수,2012_해당지역예측학생수,2013_해당지역예측학생수,2014_해당지역예측학생수,2015_해당지역예측학생수,2016_해당지역예측학생수,2017_해당지역예측학생수,2018_해당지역예측학생수,2019_해당지역예측학생수,2020_해당지역예측학생수,2021_해당지역예측학생수,2022_해당지역예측학생수,2023_해당지역예측학생수,2024_해당지역예측학생수,2025_해당지역예측학생수,2026_해당지역예측학생수,2027_해당지역예측학생수,2028_해당지역예측학생수,2029_해당지역예측학생수,2030_해당지역예측학생수,상관계수,2024_예측학생수,2025_예측학생수,2026_예측학생수,2027_예측학생수,2028_예측학생수,2029_예측학생수,2030_예측학생수
B000001933,2471411049,서울,서울특별시교육청,서울마포초등학교,1911-06-12,서울특별시 마포구 도화동 347-5,서울특별시 마포구 도화2길 64,37.53860225,126.949816,서울특별시 마포구,1331.0,1215.0,1141.0,1063.0,965.0,962.0,923.0,896.0,871.0,832.0,830.0,770.0,770.0,752.0,694.0,30350,28508,27515,26196,24911,24841,24846,24710,24240,24270,23933,22679,21908,21799,21367,20320,19051,18065,16707,15040,13409,12168,0.9859331217305122,613.1321727902799,522.2478047535188,451.63158183449093,354.3731328243085,234.98444762550582,118.17404237100845,29.295003179818195
B000002210,2548127055,서울,서울특별시교육청,서울신목초등학교,1982-04-08,서울특별시 양천구 신정동 281-2,서울특별시 양천구 신목로5길 11-6,37.51661098,126.8726408,서울특별시 양천구,1423.0,1329.0,1224.0,1105.0,999.0,948.0,972.0,964.0,954.0,988.0,1029.0,1069.0,1042.0,1047.0,957.0,31802,30036,28522,26944,25708,25342,25065,24469,23991,23794,23543,22604,22021,21874,21530,20679,19197,17872,16220,14521,12869,11442,0.8276538012135221,893.829611286874,835.4301519803903,783.2174100228392,718.1189574085943,651.1684301739683,586.0699775597234,529.8378396175156
B000001853,2594058811,서울,서울특별시교육청,서울홍릉초등학교,1967-11-30,서울특별시 동대문구 청량리동 206-44,서울특별시 동대문구 회기로 90,37.59068752,127.0477051,서울특별시 동대문구,865.0,796.0,742.0,633.0,561.0,519.0,493.0,489.0,459.0,452.0,446.0,418.0,390.0,353.0,335.0,25117,23755,22557,21484,20327,19796,19464,19032,18556,18483,18265,17556,16954,16762,16265,15435,14358,13591,12659,11557,10649,9891,0.994891749826047,273.12557770496744,207.0791913095968,160.04337110045174,102.88902372767052,35.30952715599142,-20.373034447533655,-66.85693499320769
B000002344,2648474395,서울,서울특별시교육청,서울난우초등학교,1976-12-03,서울특별시 관악구 신림동 589-1,서울특별시 관악구 난우길 40,37.47711829,126.9176525,서울특별시 관악구,1625.0,1479.0,1390.0,1263.0,1123.0,1053.0,1011.0,934.0,918.0,885.0,900.0,834.0,771.0,707.0,660.0,42701,40010,37847,35987,33878,33229,32889,32017,31089,30570,29908,28345,27110,26234,25057,23259,21245,19350,17184,14931,12985,11543,0.9908785211205997,518.7515798899947,405.3179216092758,298.58664929449833,176.5919602001403,49.69720741639685,-59.90651602664127,-141.12366361392844
B000002335,2671114385,서울,서울특별시교육청,서울봉천초등학교,1967-09-15,서울특별시 관악구 봉천동 28-6,서울특별시 관악구 행운1라길 17,37.4832696,126.9581884,서울특별시 관악구,1052.0,1026.0,989.0,924.0,867.0,830.0,848.0,826.0,813.0,828.0,840.0,787.0,743.0,729.0,687.0,42701,40010,37847,35987,33878,33229,32889,32017,31089,30570,29908,28345,27110,26234,25057,23259,21245,19350,17184,14931,12985,11543,0.9813539765544956,663.8003768561784,622.4654833512225,583.5729197008294,539.1184115917258,492.87833459735356,452.9390581521479,423.34376697332635
B000002181,2678428232,서울,서울특별시교육청,서울천일초등학교,1985-10-17,서울특별시 강동구 천호동 217-70,서울특별시 강동구 구천면로 266,37.54436122,127.1334367,서울특별시 강동구,823.0,737.0,669.0,587.0,520.0,473.0,432.0,405.0,375.0,366.0,362.0,330.0,293.0,298.0,278.0,33085,31292,29826,28151,26025,25165,24593,24444,24822,25661,26370,26230,26300,25915,24562,22875,20944,19311,17757,16702,15937,15163,0.8773867547710945,237.81604736653867,127.75727421885176,34.68323146889156,-53.88814785348313,-114.01865312060374,-157.62039390671487,-201.7350963491332
B000002101,2685988306,서울,서울특별시교육청,서울신당초등학교,2007-03-01,서울특별시 중구 신당동 161-2,서울특별시 중구 난계로 141,37.56362621,127.0236731,서울특별시 중구,476.0,440.0,433.0,478.0,450.0,427.0,428.0,383.0,349.0,356.0,332.0,343.0,318.0,334.0,342.0,8623,8359,8313,8170,7667,7366,7098,6947,6857,6866,6959,6705,6605,6503,6292,5995,5513,5274,4923,4600,4228,3954,0.8878857730001266,306.2758874989944,274.1128710917658,258.16481938776656,234.74320370532416,213.18997901749253,188.36707008909207,170.08352964182933
B000002003,2702247858,서울,서울특별시교육청,서울선유초등학교,2007-05-01,서울특별시 영등포구 양평동3가 91,서울특별시 영등포구 선유로43가길 14,37.53287919,126.8927768,서울특별시 영등포구,633.0,624.0,586.0,568.0,526.0,498.0,494.0,465.0,442.0,424.0,404.0,387.0,351.0,367.0,334.0,33594,31995,30559,29193,27715,27483,27344,26866,26613,26332,25856,24408,23435,22927,21921,20676,19324,18509,17325,16116,15096,14454,0.9753930140677166,286.24978643004926,246.72771765658587,222.90339365483106,188.29235117866193,152.95050121777643,123.133555841347,104.3664196338296
B000002048,2725196838,서울,서울특별시교육청,서울연촌초등학교,1945-11-10,서울특별시 노원구 하계동 154-12,서울특별시 노원구 공릉로58길 36,37.63441465,127.0725113,서울특별시 노원구,1083.0,1009.0,921.0,846.0,799.0,759.0,802.0,776.0,755.0,737.0,679.0,652.0,595.0,561.0,512.0,47223,46546,45758,43601,40458,38546,37234,35396,34029,33359,32788,31224,30218,29502,28380,26811,24366,22302,19839,17602,15672,14269,0.952062517955752,529.1749114239916,472.13381183935076,423.9813253188197,366.52029125870916,314.3317678350521,269.3054601874625,236.57390079390382
B000002059,2757748663,서울,서울특별시교육청,서울당현초등학교,1988-04-18,서울특별시 노원구 상계동 742,서울특별시 노원구 동일로213길 52,37.64826016,127.0582136,서울특별시 노원구,1054.0,988.0,963.0,890.0,809.0,779.0,783.0,746.0,723.0,703.0,653.0,588.0,529.0,535.0,482.0,47223,46546,45758,43601,40458,38546,37234,35396,34029,33359,32788,31224,30218,29502,28380,26811,24366,22302,19839,17602,15672,14269,0.9818732012509697,479.4546523050784,414.6202004308715,359.88878584258396,294.5770251202234,235.25814215801444,184.0800267726487,146.87645377489315
B000002425,2778240740,서울,서울특별시교육청,서울미양초등학교,1971-11-13,서울특별시 강북구 미아동 837-687,서울특별시 강북구 솔샘로 195,37.62153242,127.0141334,서울특별시 강북구,687.0,668.0,615.0,622.0,640.0,631.0,641.0,594.0,598.0,582.0,557.0,518.0,498.0,465.0,440.0,23744,22251,21030,19805,18774,18463,18127,17473,17147,17137,17181,16541,16043,15423,14587,13570,12096,10832,9521,8351,7241,6295,0.859521025430898,466.6683268870717,429.785243033235,398.15687261854737,365.3524472912883,336.0761867017435,308.30127280909846,284.6300398879794
B000002126,2783561170,서울,서울특별시교육청,서울중대초등학교,1924-11-13,서울특별시 송파구 송파동 191,서울특별시 송파구 송파대로36길 8,37.4998119,127.1136055,서울특별시 송파구,1466.0,1351.0,1280.0,1235.0,1154.0,1158.0,1045.0,1067.0,1040.0,1049.0,1025.0,1030.0,1041.0,1028.0,1008.0,49785,46766,43609,40347,36847,35387,34747,34743,35732,37029,38496,38504,38510,38046,36796,35198,32906,31367,29157,26727,24511,22503,0.8736070454590187,1025.7460786198194,962.1957977077232,919.5239467811456,858.2472797585746,790.8706730323993,729.4276440179119,673.7518307231959
B000001940,2794715940,서울,서울특별시교육청,서울성서초등학교,1984-05-23,서울특별시 마포구 성산동 31-1,서울특별시 마포구 성미산로7길 24,37.56059575,126.9109242,서울특별시 마포구,1111.0,1040.0,981.0,929.0,843.0,814.0,814.0,785.0,741.0,729.0,688.0,623.0,566.0,525.0,481.0,30350,28508,27515,26196,24911,24841,24846,24710,24240,24270,23933,22679,21908,21799,21367,20320,19051,18065,16707,15040,13409,12168,0.9818441043332419,453.2607506608183,361.37527489533545,289.9812015267255,191.6514331346641,70.9476600053813,-47.14943296034164,-137.00749082083348
B000002241,2814400136,서울,서울특별시교육청,서울방화초등학교,1986-05-06,서울특별시 강서구 방화동 542-2,서울특별시 강서구 양천로6길 92,37.56870373,126.8074982,서울특별시 강서구,929.0,897.0,848.0,808.0,750.0,720.0,681.0,661.0,614.0,605.0,622.0,588.0,573.0,559.0,522.0,39472,37711,36486,35321,33780,33876,34409,34469,34501,34886,35162,34291,33736,33808,33544,32591,30976,29593,27514,24708,22117,19952,0.8238320864468575,536.9561244492982,434.43083171647595,346.6336305712791,214.6521546632066,36.51842623701555,-127.96642420926423,-265.4074513093012
B000001995,2829503655,서울,서울특별시교육청,서울영원초등학교,2002-09-01,서울특별시 영등포구 영등포동 647-2,서울특별시 영등포구 도영로 22길 31,37.51071936,126.9021825,서울특별시 영등포구,1046.0,999.0,928.0,831.0,746.0,721.0,695.0,638.0,615.0,627.0,626.0,590.0,550.0,560.0,546.0,33594,31995,30559,29193,27715,27483,27344,26866,26613,26332,25856,24408,23435,22927,21921,20676,19324,18509,17325,16116,15096,14454,0.9614064962494531,405.9626720926516,340.84562846187737,301.59238100693585,244.56680433619874,186.33714032021805,137.210376634279,106.28941360842316
B000002200,2884405791,서울,서울특별시교육청,서울양화초등학교,1979-04-04,서울특별시 양천구 목동 542,서울특별시 양천구 목동중앙북로16길 57,37.5436693,126.873986,서울특별시 양천구,1448.0,1299.0,1154.0,1066.0,944.0,937.0,885.0,847.0,782.0,757.0,734.0,682.0,635.0,635.0,626.0,31802,30036,28522,26944,25708,25342,25065,24469,23991,23794,23543,22604,22021,21874,21530,20679,19197,17872,16220,14521,12869,11442,0.9974647736155237,527.1247166993594,405.04360205913804,295.8955069860658,159.8104858081672,19.85379635220488,-116.23122482569352,-233.78166382137226
B000002223,2912455797,서울,서울특별시교육청,서울염창초등학교,1963-07-01,서울특별시 강서구 염창동 269,서울특별시 강서구 양천로 646-28,37.55322614,126.8676002,서울특별시 강서구,1272.0,1222.0,1168.0,1072.0,996.0,943.0,879.0,816.0,804.0,789.0,884.0,860.0,853.0,905.0,864.0,39472,37711,36486,35321,33780,33876,34409,34469,34501,34886,35162,34291,33736,33808,33544,32591,30976,29593,27514,24708,22117,19952,0.8335905981985751,764.2506618750936,637.8633462691173,529.631979406538,366.93276631376693,147.33969659836748,-55.42781716948707,-224.8572526412761
B000001866,2928589284,서울,서울특별시교육청,서울중곡초등학교,1967-09-05,서울특별시 중랑구 면목동 380,서울특별시 중랑구 면목로23길 20,37.57489173,127.083439,서울특별시 중랑구,1784.0,1737.0,1605.0,1453.0,1302.0,1249.0,1205.0,1125.0,1082.0,1044.0,982.0,934.0,855.0,842.0,824.0,33477,30319,28086,25826,23962,23245,22742,22342,21880,21781,21767,21150,20727,20600,20115,19409,18196,17175,15760,14217,12992,12010,0.9611800015120651,852.5442532421232,757.6059075651367,677.6949010225123,566.9465422979156,446.1799574837439,350.3024031108597,273.44382482990284
B000001912,2934262692,서울,서울특별시교육청,서울미동초등학교,1896-05-01,서울특별시 서대문구 미근동 36-1,서울특별시 서대문구 충정로 52,37.56335057,126.965851,서울특별시 서대문구,873.0,846.0,797.0,745.0,713.0,657.0,649.0,570.0,533.0,487.0,437.0,379.0,314.0,308.0,302.0,27079,25878,24513,22920,21190,20243,19393,18358,17601,16929,16367,15448,14845,14418,13906,13449,12626,11789,10988,10239,9401,8791,0.9789853565017648,308.1520827661403,270.5816210962263,232.37205072232837,195.8059027301034,161.61358706696177,123.35836607135064,95.51148682633544
B000001965,2941641986,서울,서울특별시교육청,서울동구로초등학교,1971-04-04,서울특별시 구로구 구로동 93,서울특별시 구로구 구로중앙로14길 43,37.49407053,126.8927802,서울특별시 구로구,886.0,833.0,796.0,725.0,684.0,624.0,573.0,506.0,471.0,456.0,439.0,387.0,376.0,354.0,358.0,31972,30873,30358,29474,28301,28073,28242,28206,28324,28559,28796,28250,27646,27343,26309,24815,22537,20529,18519,16491,14812,13610,0.8673195403986657,134.2383138439177,-117.093814084722,-338.63679603411083,-560.400438324087,-784.1500236793463,-969.394379602167,-1102.0112442949785
B000002031,2972446620,서울,서울특별시교육청,서울자운초등학교,1997-06-11,서울특별시 도봉구 창동 181-19,서울특별시 도봉구 마들로13길 166,37.65801094,127.0466811,서울특별시 도봉구,1428.0,1406.0,1303.0,1205.0,1093.0,1087.0,1053.0,999.0,961.0,922.0,886.0,792.0,752.0,705.0,646.0,27569,25485,24085,22556,20920,20184,19657,19185,18772,18640,18608,17841,17359,16810,15901,14802,13426,12379,11044,9699,8542,7607,0.9716910125765552,628.6043363366595,530.5800727913535,455.9932966780283,360.889814241267,265.07394616827526,182.65092805641552,116.04287106887102
B000002169,3038517475,서울,서울특별시교육청,서울길동초등학교,1974-06-07,서울특별시 강동구 길동 362,서울특별시 강동구 양재대로116길 69,37.538506,127.1449729,서울특별시 강동구,1383.0,1303.0,1216.0,1150.0,1069.0,1051.0,1013.0,966.0,969.0,938.0,911.0,820.0,809.0,791.0,762.0,33085,31292,29826,28151,26025,25165,24593,24444,24822,25661,26370,26230,26300,25915,24562,22875,20944,19311,17757,16702,15937,15163,0.8134548838557202,778.8010604450386,665.8701769699313,570.3672599762234,479.4845085933563,417.78482860048314,373.04525021702534,327.77932385258566
B000002020,3056582152,서울,서울특별시교육청,서울창림초등학교,2000-11-01,서울특별시 도봉구 창동 411-8,서울특별시 도봉구 덕릉로63길 46,37.64323708,127.0416041,서울특별시 도봉구,1511.0,1410.0,1329.0,1230.0,1127.0,1144.0,1082.0,1025.0,1041.0,1049.0,1061.0,947.0,938.0,935.0,894.0,27569,25485,24085,22556,20920,20184,19657,19185,18772,18640,18608,17841,17359,16810,15901,14802,13426,12379,11044,9699,8542,7607,0.9927566452394038,819.074571775146,744.2033540154519,687.2337573625449,614.5934407134231,541.4090018422104,478.45406074630466,427.5786329808148
B000002080,3070113897,서울,서울특별시교육청,화랑초등학교,1968-05-20,서울특별시 노원구 공릉동 27-22,서울특별시 노원구 화랑로 621,37.62878266,127.0889915,서울특별시 노원구,734.0,720.0,716.0,711.0,709.0,715.0,702.0,711.0,701.0,697.0,685.0,658.0,664.0,676.0,654.0,47223,46546,45758,43601,40458,38546,37234,35396,34029,33359,32788,31224,30218,29502,28380,26811,24366,22302,19839,17602,15672,14269,0.8784547024514713,663.4406118433465,655.380620123291,648.5766025731092,640.4572734906976,633.0829579578698,626.7206741052289,622.0956563615733
B000001894,3121916472,서울,서울특별시교육청,서울불광초등학교,1962-04-18,서울특별시 은평구 불광동 272-2,서울특별시 은평구 불광로 51,37.61342945,126.9307187,서울특별시 은평구,1886.0,1729.0,1452.0,1338.0,1134.0,1073.0,996.0,981.0,957.0,949.0,844.0,804.0,773.0,733.0,696.0,35119,32895,31142,29512,27757,27166,26386,25287,24624,24715,25133,24884,25113,25179,24606,23218,21267,19517,17576,15782,14332,13150,0.9738357250810061,663.0085835791613,459.1464362183358,276.2870011176467,73.4697648145393,-113.98727894011017,-265.4993823092527,-389.0078693315468
B000001859,3164431095,서울,서울특별시교육청,서울면목초등학교,1944-11-12,서울특별시 중랑구 면목동 221,서울특별시 중랑구 면목로 434,37.5906966,127.0872878,서울특별시 중랑구,1379.0,1276.0,1170.0,1033.0,977.0,928.0,895.0,845.0,796.0,792.0,780.0,709.0,654.0,608.0,551.0,33477,30319,28086,25826,23962,23245,22742,22342,21880,21781,21767,21150,20727,20600,20115,19409,18196,17175,15760,14217,12992,12010,0.966691395307217,627.6480991005775,555.4985291456559,494.769171417729,410.60458651565625,318.8265267955867,245.9631935764778,187.55356645715938
B000002034,3185735344,서울,서울특별시교육청,서울창원초등학교,1990-11-30,서울특별시 도봉구 창동 308,서울특별시 도봉구 해등로 103,37.65264409,127.0399799,서울특별시 도봉구,866.0,787.0,723.0,657.0,596.0,551.0,531.0,495.0,464.0,424.0,400.0,372.0,346.0,319.0,293.0,27569,25485,24085,22556,20920,20184,19657,19185,18772,18640,18608,17841,17359,16810,15901,14802,13426,12379,11044,9699,8542,7607,0.9878623434816198,239.27237784302622,167.8093021112569,113.43296469035397,44.09923932559218,-25.7538397872201,-85.84306843668026,-134.40264387941596
B000001925,3186516404,서울,서울특별시교육청,서울고은초등학교,1971-12-03,서울특별시 서대문구 홍제동 320-12,서울특별시 서대문구 모래내로 441,37.58500184,126.9439749,서울특별시 서대문구,974.0,932.0,830.0,734.0,645.0,581.0,546.0,513.0,518.0,500.0,547.0,534.0,509.0,506.0,476.0,27079,25878,24513,22920,21190,20243,19393,18358,17601,16929,16367,15448,14845,14418,13906,13449,12626,11789,10988,10239,9401,8791,0.9384886472301472,411.03119101077533,381.0750939451682,350.60941564150704,321.454089092842,294.19149285694925,263.68941589342705,241.48623337821402
B000001968,3220377147,서울,서울특별시교육청,서울구로남초등학교,1964-03-11,서울특별시 구로구 구로동 253,서울특별시 구로구 디지털로27길 76,37.48420602,126.8902182,서울특별시 구로구,1277.0,1143.0,1058.0,933.0,793.0,714.0,669.0,636.0,603.0,572.0,567.0,555.0,510.0,468.0,451.0,31972,30873,30358,29474,28301,28073,28242,28206,28324,28559,28796,28250,27646,27343,26309,24815,22537,20529,18519,16491,14812,13610,0.9346623648367877,75.64402223068464,-306.52150930514426,-643.3908628275076,-980.5957435944151,-1320.8203695622205,-1602.495491357065,-1804.1473653281214
B000002123,3235934495,서울,서울특별시교육청,서울방이초등학교,1982-04-04,서울특별시 송파구 방이동 167,서울특별시 송파구 위례성대로10길 4,37.513439,127.1204994,서울특별시 송파구,1220.0,1131.0,1011.0,936.0,849.0,780.0,739.0,698.0,672.0,639.0,608.0,577.0,563.0,566.0,547.0,49785,46766,43609,40347,36847,35387,34747,34743,35732,37029,38496,38504,38510,38046,36796,35198,32906,31367,29157,26727,24511,22503,0.8025237383282853,619.1185605484578,529.2657371729912,468.93262409496185,382.2944305261218,287.0316204029176,200.1582100189587,121.43898255912575
B000002419,3262986719,서울,서울특별시교육청,서울오현초등학교,1991-10-02,서울특별시 강북구 번동 248,서울특별시 강북구 월계로 221,37.62341912,127.0465761,서울특별시 강북구,765.0,728.0,683.0,621.0,591.0,566.0,545.0,510.0,482.0,454.0,414.0,393.0,361.0,324.0,287.0,23744,22251,21030,19805,18774,18463,18127,17473,17147,17137,17181,16541,16043,15423,14587,13570,12096,10832,9521,8351,7241,6295,0.9724471183448511,252.9458751924692,170.40280206925752,99.61959689440027,26.20442127395893,-39.31484300973017,-101.47414502246085,-154.44955016123845
B000002431,3287687718,서울,서울특별시교육청,영훈초등학교,1965-09-25,서울특별시 강북구 미아동 471-2,서울특별시 강북구 도봉로13가길 19,37.61468187,127.0280933,서울특별시 강북구,863.0,864.0,863.0,862.0,842.0,812.0,785.0,746.0,719.0,686.0,684.0,684.0,681.0,682.0,676.0,23744,22251,21030,19805,18774,18463,18127,17473,17147,17137,17181,16541,16043,15423,14587,13570,12096,10832,9521,8351,7241,6295,0.8855883021114863,631.8566690159614,590.4539808026534,554.949911669939,518.1256754096631,485.26194053207143,454.0835253917921,427.5116508668333
B000001979,3301201760,서울,서울특별시교육청,서울금동초등학교,2003-05-28,서울특별시 금천구 시흥동 1013-1,서울특별시 금천구 금하로30길 53,37.44773848,126.9163989,서울특별시 금천구,1272.0,1210.0,1089.0,1057.0,1023.0,1032.0,1044.0,1023.0,1019.0,997.0,957.0,862.0,795.0,756.0,688.0,20681,19001,17593,16263,15118,14513,14122,13558,12990,12687,12403,11825,11543,11450,11043,10614,9851,9266,8538,7665,7074,6539,0.8981003886423988,807.5748899918694,770.3669485733187,741.8392346416645,706.3380795267169,663.7659525825559,634.9456467131411,608.8561989294915
B000001847,3315951764,서울,서울특별시교육청,서울배봉초등학교,1971-10-08,서울특별시 동대문구 전농동 3-111,서울특별시 동대문구 사가정로 193,37.58008416,127.0668719,서울특별시 동대문구,1044.0,907.0,856.0,793.0,738.0,684.0,645.0,582.0,554.0,571.0,506.0,476.0,449.0,460.0,445.0,25117,23755,22557,21484,20327,19796,19464,19032,18556,18483,18265,17556,16954,16762,16265,15435,14358,13591,12659,11557,10649,9891,0.9908464525883109,352.0085107533806,276.0956335133868,222.03325947153417,156.34077888873526,78.66576429405256,14.664935571754995,-38.763069022409695
B000002345,3320214867,서울,서울특별시교육청,서울난향초등학교,1981-04-06,서울특별시 관악구 신림동 672,서울특별시 관악구 난향길 9,37.46282189,126.9183369,서울특별시 관악구,1135.0,1117.0,1105.0,1122.0,1072.0,1083.0,1063.0,1014.0,952.0,927.0,913.0,858.0,829.0,779.0,742.0,42701,40010,37847,35987,33878,33229,32889,32017,31089,30570,29908,28345,27110,26234,25057,23259,21245,19350,17184,14931,12985,11543,0.9187811974809661,757.8692975999138,709.0765032620345,663.1666992549435,610.6914298726961,556.1084280637378,508.96305677202326,474.0279974695298
B000001904,3386901021,서울,서울특별시교육청,서울응암초등학교,1962-11-12,서울특별시 은평구 응암동 340,서울특별시 은평구 가좌로6길 20,37.58875319,126.9216161,서울특별시 은평구,1175.0,1041.0,948.0,1082.0,1002.0,941.0,837.0,740.0,661.0,737.0,783.0,752.0,752.0,761.0,864.0,35119,32895,31142,29512,27757,27166,26386,25287,24624,24715,25133,24884,25113,25179,24606,23218,21267,19517,17576,15782,14332,13150,0.8872360261214994,708.1486963813608,629.9860722891541,559.8760814324849,482.114085859459,410.2413295183935,352.1501942371533,304.795903269963
B000002041,3387101113,서울,서울특별시교육청,서울녹천초등학교,1995-10-04,서울특별시 노원구 월계동 322-2,서울특별시 노원구 마들로3길 34,37.6285066,127.0631172,서울특별시 노원구,648.0,621.0,550.0,531.0,494.0,468.0,462.0,447.0,423.0,387.0,369.0,332.0,296.0,273.0,230.0,47223,46546,45758,43601,40458,38546,37234,35396,34029,33359,32788,31224,30218,29502,28380,26811,24366,22302,19839,17602,15672,14269,0.973843785803656,246.65054853474152,201.13757896605603,162.7168144712639,116.86878009593784,75.22767051509965,39.30127735863215,13.184837152143132
B000001954,3461006164,서울,서울특별시교육청,서울미래초등학교,2002-03-01,서울특별시 구로구 구로동 3-13,서울특별시 구로구 새말로 73,37.50510665,126.888014,서울특별시 구로구,823.0,798.0,746.0,713.0,701.0,657.0,649.0,630.0,630.0,601.0,604.0,565.0,559.0,551.0,546.0,31972,30873,30358,29474,28301,28073,28242,28206,28324,28559,28796,28250,27646,27343,26309,24815,22537,20529,18519,16491,14812,13610,0.906942236065167,433.93377922029686,306.8354943355521,194.8015364564617,82.65599096992219,-30.493842983660898,-124.17163943734238,-191.23579151436752
B000002361,3579140841,서울,서울특별시교육청,서울옥정초등학교,1971-05-22,서울특별시 성동구 옥수동 233-16,서울특별시 성동구 한림말길 43,37.54230974,127.0157855,서울특별시 성동구,902.0,898.0,865.0,858.0,822.0,818.0,835.0,820.0,816.0,857.0,852.0,807.0,752.0,725.0,698.0,26980,25979,25168,24025,22599,22055,21510,20469,19670,19078,18454,17530,16812,16742,16387,16073,15584,14937,14228,13308,12467,11488,0.8186916033351368,755.9899544090554,749.3327029903804,740.5244378208861,730.8721039643615,718.3472137697173,706.8978304504828,693.5697136020517
B000002008,3581040918,서울,서울특별시교육청,서울영림초등학교,1982-10-04,서울특별시 영등포구 대림동 993-16,서울특별시 영등포구 시흥대로173길 14,37.48734601,126.902539,서울특별시 영등포구,406.0,390.0,349.0,321.0,298.0,299.0,298.0,241.0,242.0,222.0,226.0,205.0,199.0,210.0,227.0,33594,31995,30559,29193,27715,27483,27344,26866,26613,26332,25856,24408,23435,22927,21921,20676,19324,18509,17325,16116,15096,14454,0.9351720818698004,151.68309763919535,125.5472324569692,109.79225455496152,86.90404125928416,63.53254643287039,43.81465997882401,31.403990269512462
B000002205,3584544956,서울,서울특별시교육청,서울신강초등학교,1984-06-01,서울특별시 양천구 신월동 864,서울특별시 양천구 중앙로55길 72,37.52584419,126.8422639,서울특별시 양천구,968.0,904.0,852.0,807.0,763.0,727.0,697.0,633.0,597.0,569.0,537.0,482.0,462.0,449.0,400.0,31802,30036,28522,26944,25708,25342,25065,24469,23991,23794,23543,22604,22021,21874,21530,20679,19197,17872,16220,14521,12869,11442,0.9720353819102808,402.9887998951417,318.96236120842855,243.83750880634,150.17240981143414,53.84250473132215,-39.822594263583596,-120.73064285058763
B000002376,3592468202,서울,서울특별시교육청,서울신양초등학교,1979-04-11,서울특별시 광진구 자양동 504,서울특별시 광진구 능동로 42,37.534624,127.0699953,서울특별시 광진구,1041.0,933.0,819.0,734.0,692.0,698.0,719.0,678.0,650.0,656.0,578.0,540.0,505.0,487.0,475.0,33265,31071,28661,26257,24091,23025,22303,21322,20780,20567,20320,19596,19128,18821,18222,17385,16263,15230,13751,12284,10795,9679,0.9625032153894572,488.42740615232526,451.155303832105,416.8397229971785,367.70831539325184,318.9755398997018,269.51193887046117,232.43915260542929
B000001899,3607232153,서울,서울특별시교육청,서울서신초등학교,2005-04-28,서울특별시 은평구 신사동 194,서울특별시 은평구 은평터널로 150,37.59229405,126.9073823,서울특별시 은평구,953.0,921.0,874.0,821.0,781.0,767.0,727.0,697.0,697.0,689.0,648.0,588.0,513.0,485.0,433.0,35119,32895,31142,29512,27757,27166,26386,25287,24624,24715,25133,24884,25113,25179,24606,23218,21267,19517,17576,15782,14332,13150,0.8446401532054999,547.0911423010281,471.03524299720743,402.81493352427754,327.1488645603022,257.21330159205286,200.68790231448236,154.60995614476633
B000002004,3661154747,서울,서울특별시교육청,서울당중초등학교,1949-10-28,서울특별시 영등포구 양평동3가 42,서울특별시 영등포구 선유로 131,37.52628923,126.8894135,서울특별시 영등포구,735.0,701.0,694.0,666.0,648.0,652.0,634.0,604.0,568.0,596.0,572.0,550.0,549.0,570.0,576.0,33594,31995,30559,29193,27715,27483,27344,26866,26613,26332,25856,24408,23435,22927,21921,20676,19324,18509,17325,16116,15096,14454,0.9231882155270941,513.6085158670458,490.9459077962004,477.2846462742041,457.43810192813834,437.1725004801708,420.07497072258036,409.31358434574406
B000001874,3678572475,서울,서울특별시교육청,서울신현초등학교,1996-03-01,서울특별시 중랑구 신내동 663,서울특별시 중랑구 봉화산로 188,37.60581459,127.093585,서울특별시 중랑구,1215.0,1068.0,959.0,854.0,752.0,698.0,622.0,563.0,536.0,529.0,530.0,487.0,491.0,482.0,445.0,33477,30319,28086,25826,23962,23245,22742,22342,21880,21781,21767,21150,20727,20600,20115,19409,18196,17175,15760,14217,12992,12010,0.9896257601949022,412.323335552942,338.9428572679377,277.17742583431107,191.57695034108679,98.23311028027774,24.126691567062494,-35.27943347487826
B000002195,3711389303,서울,서울특별시교육청,서울신기초등학교,2000-10-02,서울특별시 양천구 신정동 1274,서울특별시 양천구 신정로 292,37.511368,126.854213,서울특별시 양천구,1039.0,938.0,856.0,803.0,765.0,729.0,685.0,612.0,596.0,580.0,541.0,511.0,464.0,442.0,408.0,31802,30036,28522,26944,25708,25342,25065,24469,23991,23794,23543,22604,22021,21874,21530,20679,19197,17872,16220,14521,12869,11442,0.9866142002007814,391.93807425747616,301.55223159036757,220.74167724899178,119.98768798714059,16.367211137331083,-84.3867781245201,-171.41822042274146
